Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.BetaFeatures.PhysicsSleepImprovementsDescription,,,Set of changes that should make simulated parts awake and fall asleep more reliably.,Set of changes that should make simulated parts awake and fall asleep more reliably.,,"Eine Reihe von Änderungen, die dafür sorgen sollen, dass simulierte Teile zuverlässiger aktiviert und in Standby geschaltet werden.",,,Rangkaian perubahan yang dapat mengaktifkan dan menonaktifkan komponen tertentu dengan lebih baik.,Modifiche che dovrebbero svegliare e far addormentare le parti simulate in modo più sicuro.,シミュレーションされたパーツをより確実に稼働中にしたり、スリープさせる複数の変更内容。,시뮬레이션된 파트를 더 안정적으로 활성화하고 비활성화하는 일련의 변경 사항입니다.,"Zestaw zmian, które powinny sprawić, że symulowane części będą wybudzane i usypiane w sposób bardziej niezawodny.",Conjunto de mudanças que devem fazer partes simuladas serem ativadas e desativadas de forma mais confiável.,,ชุดการเปลี่ยนแปลงที่ควรทำให้ส่วนประกอบที่จำลองเลิกการพักเครื่องและพักเครื่องได้อย่างเสถียรยิ่งขึ้น,Simülasyonu yapılan parçaların uyanık duruma ve uyku durumuna güvenli bir şekilde geçmesini sağlayacak değişiklikler.,Một loạt các thay đổi sẽ khiến các bộ phận được mô phỏng thức và ngủ một cách đáng tin cậy hơn.,,,應該可以使模擬零件更可靠地清醒和睡眠的一組變更。
Studio.BetaFeatures.MinPartSizeTitle,,,Lower minimum part size,Lower minimum part size,,Minimale Teilegröße verringern,,,Turunkan ukuran minimum komponen,Riduzione dimensioni minime delle parti,パーツサイズの下限,최소 파트 크기 낮추기,Obniżenie wymiarów minimalnych części,Diminui o tamanho mínimo de partes,,ลดขนาดส่วนประกอบขั้นต่ำ,Minimum parça boyutunu düşür,Kích thước bộ phận tối thiểu thấp hơn,,,降低組件大小下限
Studio.BetaFeatures.AcceleratedCollisionPipelineDescription,,,Enable Accelerated Collision Detection which improves collision performance for large assemblies.,Enable Accelerated Collision Detection which improves collision performance for large assemblies.,,"Aktiviere die beschleunigte Kollisionserkennung, um die Kollisionsleistung bei großen Baugruppen zu verbessern.",,,Mengaktifkan Deteksi Benturan Dipercepat yang meningkatkan performa benturan untuk rakitan besar.,"Abilita il rilevamento delle collisioni accelerate, che migliora le prestazioni delle collisioni per gli insiemi di grandi dimensioni.",大きなアセンブリの衝突性能を向上させる加速衝突検知を有効化。,가속 충돌 감지를 활성화해 어셈블리의 충돌 성능을 향상합니다.,"Włącz funkcję szybszego wykrywania kolizji, która poprawia wydajność w zakresie kolizji w dużych instalacjach.","Ativar detecção de colisão acelerada, que melhora a performance de colisão para encontros de larga escala.",,เปิดใช้งานการตรวจหาการชนกันแบบเร่งความเร็ว ซึ่งจะปรับปรุงประสิทธิภาพของการประกอบขนาดใหญ่,Büyük derlemelerde çarpışma performansını artıran Hızlandırılmış Çarpışma Tespiti özelliğini etkinleştir.,Cho phép Phát Hiện Va Chạm Tăng Tốc giúp cải thiện hiệu suất va chạm cho các cụm chi tiết lớn.,,,啟用加速碰撞偵測，其能增強大型組件的碰撞效能。
Studio.BetaFeatures.OneClickCollaborateTitle,,,One-click Collaborate Button,One-click Collaborate Button,,Ein-Klick-Schaltfläche Zusammenarbeit,,,Tombol Kolaborasi Sekali Klik,Pulsante Collabora con un clic,ワンクリック共同作業ボタン,원클릭 공동 작업 버튼,Przycisk współpracy jednym kliknięciem,Botão Colaborar com um clique,,ปุ่มการทำงานร่วมกันแบบคลิกเดียว,Tek Tıkla Ortak Çalışma,Nút Hợp Tác một lần nhấp,,,單一點擊協作按鈕
Studio.BetaFeatures.ImprovedInnerBoxTitle,,,Improved Inner Box Avatar Collisions,Improved Inner Box Avatar Collisions,,Verbesserte Avatar-Kollisionen innerhalb des Feldes,,,Benturan Avatar Boks Dalam yang Ditingkatkan,Miglioramenti box di collisione interna dell'avatar,改良済み内部ボックスアバター衝突,안쪽 상자 아바타 충돌 개선,Usprawnione kolizje bryły wewnętrznej awatara,Colisões de caixa interna de avatar melhoradas,,ปรับปรุงการชนกันของอวาตาร์กล่องภายใน,Gelişmiş İç Kutu Avatar Çarpışmaları,Cải Thiện Va Chạm Inner Box của Avatar,,,改良內範圍虛擬人偶碰撞
Studio.BetaFeatures.UGCBodiesAndHeadsTitle,,,UGC Bodies & Heads,UGC Bodies & Heads,,UGC-Körper und -Köpfe,,,Tubuh dan Kepada UGC,Corpi e teste UGC,UGCボディと頭,UGC 신체 및 머리,Ciała i głowy ZGU,Corpos e cabeças CGU,,เนื้อหาและหัวข้อ UGC,Kullanıcı Tarafından Oluşturulmuş Vücutlar ve Kafalar,Cơ Thể & Đầu STTNC,,,UGC 身體與頭部
Studio.BetaFeatures.NewCameraControlsDescription,,,Enables improved camera controls for Studio.,Enables improved camera controls for Studio.,,Ermöglicht verbesserte Kamerasteuerung für Studio.,,,Mengaktifkan kontrol kamera yang disempurnakan untuk Studio.,Abilita i controlli della telecamera migliorati per Studio.,Studioの改良されたカメラ操作を有効にします。,Studio의 개선된 카메라 제어를 활성화합니다.,Udostępnia ulepszone elementy sterujące kamerą w Studio,Ativa controles de câmera melhorados para o Studio.,,เปิดใช้งานการควบคุมกล้องที่ปรับปรุงแล้วของ Studio,Studio'nun geliştirilmiş kamera kontrollerini etkinleştirir.,Bật các điều khiển camera cải tiến cho Studio.,,,啟用改善的 Studio 攝影機控制。
Studio.BetaFeatures.TerrainBuildToolDescription,,,Enables the build tool in the Terrain Editor which allows for more intentional creation of large scale Terrain features.,Enables the build tool in the Terrain Editor which allows for more intentional creation of large scale Terrain features.,,"Aktiviert das Erstellungstool im Gelände-Editor, mit dem sich großflächige Geländemerkmale gezielter erstellen lassen.",,,Mengaktifkan alat bangun di Editor Medan yang memudahkan kreasi fitur Medan skala besar.,"Abilita lo strumento di costruzione nell'editor del terreno, per consentire una creazione più precisa su larga scala delle caratteristiche del terreno.",地形ツールの作成ツールを有効にすると大規模な地形の作成をより計画的にできるようになります。,지형 편집기의 빌드 도구를 활성화하여 대규모 지형지물을 더 의도적으로 생성할 수 있게 합니다.,"Udostępnia w edytorze terenu narzędzie do budowania, które umożliwia bardziej celowe tworzenie wielkoskalowych cech terenu.",Ativa a ferramenta de construção no Editor de terreno que permite a criação mais intencional de características de terreno em grande escala.,,เปิดใช้งานเครื่องมือ Build ในเครื่องมือแก้ไขภูมิประเทศซึ่งจะช่วยให้สามารถสร้างคุณสมบัติภูมิประเทศขนาดใหญ่ได้ตามที่ตั้งใจมากขึ้น,Arazi Düzenleyici'de geniş ölçekli Arazi özelliklerinin daha amaca uygun şekilde oluşturulmasına olanak tanıyan oluşturma aracını etkinleştirir.,Kích hoạt công cụ dựng trong Trình Chỉnh Sửa Địa Hình cho phép tạo ra các đặc điểm Địa Hình quy mô lớn một cách có chủ đích hơn.,,,啟用地形編輯器中的建置工具，其更容易依照創作者意圖打造大規模地形特徵。
Studio.BetaFeatures.ImprovedInnerBoxDescription,,,Enable a different algorithm for avatar Inner Box collision box sizing and positioning using margins around RigAttachment extents.,Enable a different algorithm for avatar Inner Box collision box sizing and positioning using margins around RigAttachment extents.,,Aktiviere einen anderen Algorithmus für die Größe und Positionierung der Avatar-Kollisionen innerhalb des Feldes mithilfe von Rändern um die RigAttachment-Ausmaße.,,,Mengaktifkan algoritme yang berbeda untuk ukuran dan penentuan posisi dan ukuran kotak Boks Dalam menggunakan margin di sekitar cakupan RigAttachment.,"Abilita un algoritmo diverso per il ridimensionamento e il posizionamento della box di collisione interna dell'avatar, utilizzando i margini intorno alle estensioni di RigAttachment.",RigAttachment が広がる周辺の余白を使ってアバターの内部ボックス衝突のボックスのサイズ変更と配置で違うアルゴリズムを有効化。,RigAttachment 범위 주변의 여백을 사용하여 아바타 안쪽 상자 충돌 상자의 크기 및 위치 지정에 대해 서로 다른 알고리즘을 활성화합니다.,Skorzystaj z innego algorytmu do ustalania wymiarów i pozycjonowania bryły wewnętrznej kolizji awatara przy użyciu marginesów wokół zakresów RigAttachment.,Permite um algoritmo diferente para o tamanha de caixa da Caixa de colisão de avatar e posicionamento utilizando margens ao redor das extensões de RigAttachment.,,เปิดใช้งานอัลกอริธึมอื่นสำหรับการปรับขนาดกล่องการชนกันของกล่องภายในอวาตาร์ และการจัดตำแหน่งการใช้ขอบรอบ RigAttachment,Avatar iç çarpışma kutularını RigAttachment uzantıları etrafındaki payları kullanarak boyutlandırmak ve konumlandırmak için farklı bir algoritma etkinleştir.,Bật thuật toán khác để định cỡ và định vị hộp va chạm Inner Box của avatar bằng cách sử dụng lề xung quanh phần mở rộng của RigAttachment.,,,透過使用 RigAttachment 聯集的邊界，為虛擬人偶內範圍碰撞範圍大小和位置啟用不同演算法。
Studio.BetaFeatures.AssetImporterTitle,,,New Mesh Importer,New Mesh Importer,,Neuer Mesh-Importer,,,Importir Mesh Baru,Nuova importazione mesh,新規メッシュインポーター,새로운 메시 임포터,Nowe narzędzie do importowania siatki,Novo importador de malha,,เครื่องมือนำเข้าเมชใหม่,Yeni Mesh Aktarıcı,Trình Nhập Lưới Mới,,,新網格匯入器
Studio.BetaFeatures.AICODescription,,,"AI-Powered code completion in Studio Script Editor. Based on existing script and/or comments, AI code suggestion will be triggered automatically.","AI-Powered code completion in Studio Script Editor. Based on existing script and/or comments, AI code suggestion will be triggered automatically.",,KI-gestützte Codevervollständigung im Skript-Editor von Studio. Basierend auf dem vorhandenen Skript und/oder den Kommentaren werden automatisch KI-Codevorschläge ausgelöst.,,,"Penyelesaian kode yang didukung AI di Editor Skrip Studio. Berdasarkan skrip dan/atau komentar yang ada, saran kode AI akan aktif secara otomatis.","Editor di script con completamento del codice basato sull'intelligenza artificiale del codice in Studio. Basato su script esistenti e/o commenti, il suggerimento di codice AI verrà attivato automaticamente.",Studioのスクリプト編集でのAI駆動コード補完。既存のスクリプトまたはコメントに基づいて、AIによるコード提案が自動的に起動されます。　　,Studio 스크립트 편집기에서 제공되는 AI 기반 코드 완성 기능입니다. 기존 스크립트 및/또는 코멘트를 기반으로 AI 코드 제안이 자동으로 트리거됩니다.,Uzupełnianie kodu wspomagane przez AI w edytorze skryptów w Studio. Na podstawie istniejącego skryptu i/lub komentarzy automatycznie wyświetlane będą sugestie kodu wspomagane przez AI.,"Autocompletar de código feito por IA no Editor de script do Studio. Baseado em scripts existentes e/ou comentários, sugestões de código IA serão iniciados automaticamente.",,การเติมโค้ดให้สมบูรณ์ด้วย AI ในเครื่องมือแก้ไขสคริปต์ Studio คำแนะนำโค้ด AI จะทริกเกอร์โดยอัตโนมัติตามสคริปต์และ/หรือความคิดเห็นที่มีอยู่,Studio'nun Betik Düzenleyici'sinde yapay zekâ destekli kod tamamlama. Mevcut betikleri ve/veya yorumları temel alan yapay zekâ kod önerileri otomatik olarak tetiklenir.,"Gợi ý mã dựa trên AI trong Trình Biên Tập Lệnh Studio. Dựa trên tập lệnh và/hoặc bình luận hiện có, gợi ý mã dựa trên AI sẽ được kích hoạt tự động.",,,Studio 指令碼編輯器中的 AI 支援程式碼自動完成。根據現有的指令碼和/或註解，將會自動觸發 AI 程式碼建議。
